the_geom,id,latitude,statuskey,longitude,address,docks,teststatio,service,stationnam,availdocks,availbikes,lastcomm,loc,address2,created_at,updated_at,neighborhood,borough,cartodb_id
0101000020E61000003520C9905C7F52C06189B99FD1604440,477,40.756405,1,-73.990026,W 41 St & 8 Ave,59,false,In Service,W 41 St & 8 Ave,37,20,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Theater District,Manhattan,253
0101000020E6100000D9CDB4FFE77E52C0E2D4088EDE604440,493,40.7568,1,-73.982912,W 45 St & 6 Ave,34,false,In Service,W 45 St & 6 Ave,1,26,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Theater District,Manhattan,269
0101000020E6100000203C6660EF7E52C0866A0C6492614440,500,40.762288,1,-73.983362,Broadway & W 51 St,52,false,In Service,Broadway & W 51 St,13,39,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Theater District,Manhattan,276
0101000020E6100000EC19722FBF7E52C0BEE8B2065D614440,510,40.76066,1,-73.98042,W 51 St & 6 Ave,51,false,In Service,W 51 St & 6 Ave,34,16,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Theater District,Manhattan,285
0101000020E6100000AF12F701B37E52C02332DBD7E9574440,298,40.686832,1,-73.979677,3 Ave & Schermerhorn St,35,false,In Service,3 Ave & Schermerhorn St,14,20,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Boerum Hill,Brooklyn,88
0101000020E6100000954D4ADC4D7F52C0D7ACBEB539584440,310,40.689269,1,-73.989129,State St & Smith St,36,false,In Service,State St & Smith St,2,30,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Boerum Hill,Brooklyn,99
0101000020E6100000718B3E93FB7E52C0C063886812584440,395,40.68807,1,-73.984106,Bond St & Schermerhorn St,30,false,In Service,Bond St & Schermerhorn St,27,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Boerum Hill,Brooklyn,177
0101000020E610000030360D5B7C7E52C01567070C09624440,2006,40.765909,1,-73.976342,Central Park S & 6 Ave,49,false,In Service,Central Park S & 6 Ave,28,19,null,,STX 287,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Central Park,Manhattan,322
0101000020E6100000A55FE1AF028052C0953FFD7B075B4440,82,40.711174,1,-74.000165,St James Pl & Pearl St,27,false,In Service,St James Pl & Pearl St,17,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Two Bridges,Manhattan,3
0101000020E61000007C7BCFBC9D7F52C08964E3FCF95A4440,408,40.710762,1,-73.994004,Market St & Cherry St,23,false,In Service,Market St & Cherry St,14,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Two Bridges,Manhattan,190
0101000020E6100000FD6503FACB7F52C0CD4A567E075B4440,2009,40.711174,1,-73.996826,Catherine St & Monroe St,33,false,In Service,Catherine St & Monroe St,13,20,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Two Bridges,Manhattan,324
0101000020E6100000925C51AE0F8152C04C4CF8EB8F5B4440,327,40.715338,1,-74.016584,Vesey Pl & River Terrace,39,false,In Service,Vesey Pl & River Terrace,9,27,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Battery Park City,Manhattan,116
0101000020E61000004EBC00B5188152C09BE5E4D7AA5A4440,363,40.708347,1,-74.017134,West Thames St,49,false,In Service,West Thames St,40,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Battery Park City,Manhattan,150
0101000020E610000052AE8195D88052C08ADE7A5AD85B4440,426,40.717548,1,-74.013221,West St & Chambers St,31,false,In Service,West St & Chambers St,3,26,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Battery Park City,Manhattan,205
0101000020E610000076F41ED9128152C0147ED7DC535A4440,2008,40.705693,1,-74.016777,Little West St & 1 Pl,24,false,In Service,Little West St & 1 Pl,15,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Battery Park City,Manhattan,323
0101000020E61000000B965D1F028152C01828008E125B4440,3002,40.711512,1,-74.015756,South End Ave & Liberty St,25,false,In Service,South End Ave & Liberty St,19,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Battery Park City,Manhattan,331
0101000020E61000000A3EFBD8647D52C0039DB8BDE7574440,120,40.686768,1,-73.959282,Lexington Ave & Classon Ave,19,false,In Service,Lexington Ave & Classon Ave,13,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,7
0101000020E6100000F2BB02225D7D52C03D0CE4A99F574440,289,40.684568,1,-73.958811,Monroe St & Classon Ave,19,false,In Service,Monroe St & Classon Ave,12,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,80
0101000020E6100000F8C5122F0B7D52C0B302BA89B2574440,344,40.685144,1,-73.953809,Monroe St & Bedford Ave,23,false,In Service,Monroe St & Bedford Ave,13,8,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,131
0101000020E610000019C0844E517D52C018B0E405E6584440,372,40.694528,1,-73.958089,Franklin Ave & Myrtle Ave,27,false,In Service,Franklin Ave & Myrtle Ave,2,24,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,157
0101000020E61000004EC3D45C0B7D52C0CFC6A158BE584440,373,40.693317,1,-73.95382,Willoughby Ave & Walworth St,19,false,In Service,Willoughby Ave & Walworth St,4,14,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,158
0101000020E610000017277C4B2B7D52C0E1D7AB3015574440,396,40.680342,1,-73.955769,Lefferts Pl & Franklin Ave,25,false,In Service,Lefferts Pl & Franklin Ave,4,20,null,Bedford-Stuyvesant,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,178
0101000020E610000029CAA824367D52C02BDEAEEE66584440,409,40.690649,1,-73.956431,DeKalb Ave & Skillman St,19,false,In Service,DeKalb Ave & Skillman St,13,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,191
0101000020E6100000C0652A270E7D52C0CCA2EBEE50574440,436,40.682166,1,-73.95399,Hancock St & Bedford Ave,27,false,In Service,Hancock St & Bedford Ave,22,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,214
0101000020E610000057820890CD7C52C0A26A73312A574440,437,40.680983,1,-73.950048,Macon St & Nostrand Ave,27,false,In Service,Macon St & Nostrand Ave,21,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Bedford-Stuyvesant,Brooklyn,215
0101000020E610000007959595C47F52C072C85CE3CF5B4440,263,40.71729,1,-73.996375,Elizabeth St & Hester St,31,false,In Service,Elizabeth St & Hester St,8,22,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chinatown,Manhattan,62
0101000020E61000006D2D6C4A8C7F52C0DB691D44665B4440,295,40.714067,1,-73.992939,Pike St & E Broadway,24,false,In Service,Pike St & E Broadway,13,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chinatown,Manhattan,85
0101000020E610000066505197CF7F52C08518D55E685B4440,296,40.714131,1,-73.997047,Division St & Bowery,35,false,In Service,Division St & Bowery,11,22,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chinatown,Manhattan,86
0101000020E6100000581004C7FB7F52C04E5EBB4FA65B4440,355,40.716021,1,-73.999744,Bayard St & Baxter St,43,false,In Service,Bayard St & Baxter St,16,25,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chinatown,Manhattan,142
0101000020E61000007A3CEA637B7F52C01573228AA75B4440,361,40.716059,1,-73.991908,Allen St & Hester St,43,false,In Service,Allen St & Hester St,24,18,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chinatown,Manhattan,148
0101000020E61000009CAE3656A17F52C0399A5C929F5B4440,412,40.715815,1,-73.994224,Forsyth St & Canal St,20,false,In Service,Forsyth St & Canal St,3,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chinatown,Manhattan,194
0101000020E6100000D15CD67F937F52C0B1912C21A0584440,143,40.692395,1,-73.993379,Clinton St & Joralemon St,24,false,In Service,Clinton St & Joralemon St,1,23,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,11
0101000020E61000001C94AE76C07F52C050B9F8E66E584440,157,40.690893,1,-73.996123,Henry St & Atlantic Ave,23,false,In Service,Henry St & Atlantic Ave,3,19,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,19
0101000020E6100000849029EEB57F52C04031DFBCA5594440,216,40.700379,1,-73.995481,Columbia Heights & Cranberry St,23,false,In Service,Columbia Heights & Cranberry St,11,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,29
0101000020E610000026D4A3F7647F52C016D6A726CF584440,314,40.69383,1,-73.990539,Cadman Plaza West & Montague,39,false,In Service,Cadman Plaza West & Montague,25,14,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,103
0101000020E6100000EE239217707F52C001458B8C1C594440,322,40.696192,1,-73.991218,Clinton St & Tillary St,31,false,In Service,Clinton St & Tillary St,28,3,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,111
0101000020E61000002ED5C196947F52C0DD1F5BBA4A594440,391,40.697601,1,-73.993446,Clark St & Henry St,31,false,In Service,Clark St & Henry St,26,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,173
0101000020E61000006FD3BCA1BD7F52C0F7D6D7B2F9584440,406,40.695128,1,-73.995951,Hicks St & Montague St,34,false,In Service,Hicks St & Montague St,20,13,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,188
0101000020E61000000EDA6CF5737F52C0940C9DB2A8594440,407,40.700469,1,-73.991454,Henry St & Poplar St,43,false,In Service,Henry St & Poplar St,36,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Brooklyn Heights,Brooklyn,189
0101000020E6100000160C2EA0FF7F52C0A501D9C687584440,398,40.691652,1,-73.999979,Atlantic Ave & Furman St,31,false,In Service,Atlantic Ave & Furman St,2,27,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Columbia St,Brooklyn,180
0101000020E6100000589876FC9A7F52C0D6A12226F4594440,217,40.702772,1,-73.993836,Old Fulton St,39,false,In Service,Old Fulton St,3,34,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,DUMBO,Brooklyn,30
0101000020E6100000B50442C2357F52C0696750B0F5594440,414,40.702819,1,-73.987658,Pearl St & Anchorage Pl,24,false,In Service,Pearl St & Anchorage Pl,8,15,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,DUMBO,Brooklyn,195
0101000020E6100000FABE3958527F52C07E46AFEAEC594440,2000,40.702551,1,-73.989402,Front St & Washington St,30,false,In Service,Front St & Washington St,2,27,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,DUMBO,Brooklyn,316
0101000020E610000032C5B982188052C0F1E5073FF25E4440,116,40.741776,1,-74.001497,W 17 St & 8 Ave,39,false,In Service,W 17 St & 8 Ave,10,29,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,5
0101000020E61000002DFDE7E9A67F52C014872AA5AE5E4440,168,40.739713,1,-73.994564,W 18 St & 6 Ave,47,false,In Service,W 18 St & 6 Ave,6,40,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,24
0101000020E61000000681B5AC6F8052C0609CFECC255F4440,212,40.743349,1,-74.006818,W 16 St & The High Line,28,false,In Service,W 16 St & The High Line,9,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,28
0101000020E61000005673641FD37F52C085B7834B065F4440,334,40.742388,1,-73.997262,W 20 St & 7 Ave,31,false,In Service,W 20 St & 7 Ave,24,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,122
0101000020E61000008EF0C759767F52C058F2B012E45F4440,379,40.749156,1,-73.9916,W 31 St & 7 Ave,42,false,In Service,W 31 St & 7 Ave,40,0,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,162
0101000020E61000007F379150308052C0A7F2047BF65F4440,388,40.749718,1,-74.00295,W 26 St & 10 Ave,35,false,In Service,W 26 St & 10 Ave,18,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,170
0101000020E61000001F41A7033C8052C0B8742912205F4440,434,40.743174,1,-74.003664,9 Ave & W 18 St,27,false,In Service,9 Ave & W 18 St,3,24,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,212
0101000020E610000022339338A07F52C0E5CD2F0EF15E4440,435,40.74174,1,-73.994156,W 21 St & 6 Ave,47,false,In Service,W 21 St & 6 Ave,26,19,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,213
0101000020E61000002BA197479C7F52C007B4ADDB915F4440,442,40.746647,1,-73.993915,W 27 St & 7 Ave,51,false,In Service,W 27 St & 7 Ave,48,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,220
0101000020E610000068E4E0F3B27F52C0EC274FD6575F4440,446,40.744876,1,-73.995299,W 24 St & 7 Ave,39,false,In Service,W 24 St & 7 Ave,35,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,224
0101000020E61000007C58F31BF27F52C0D5B0E8BE535F4440,453,40.744751,1,-73.999154,W 22 St & 8 Ave,39,false,In Service,W 22 St & 8 Ave,2,35,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,229
0101000020E610000097335999558052C059672C792D604440,458,40.751396,1,-74.005226,11 Ave & W 27 St,31,false,In Service,11 Ave & W 27 St,24,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,234
0101000020E61000001173EF0C7F8052C0641AC411955F4440,459,40.746745,1,-74.007756,W 20 St & 11 Ave,49,false,In Service,W 20 St & 11 Ave,9,39,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,235
0101000020E610000038AE6E034A8052C0A9F454CA9A5F4440,462,40.74692,1,-74.004519,W 22 St & 10 Ave,47,false,In Service,W 22 St & 10 Ave,10,36,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,238
0101000020E61000004D6DE695488052C0BBDD5BBAFB5E4440,463,40.742065,1,-74.004432,9 Ave & W 16 St,25,false,In Service,9 Ave & W 16 St,8,12,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,239
0101000020E61000006443FFA2008052C0015B6835295F4440,470,40.743453,1,-74.00004,W 20 St & 8 Ave,37,false,In Service,W 20 St & 8 Ave,7,30,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,246
0101000020E610000021C9B2CCF47F52C0D25B7CEDA25E4440,482,40.739355,1,-73.999318,W 15 St & 7 Ave,39,false,In Service,W 15 St & 7 Ave,31,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,258
0101000020E610000095AF88F11C8052C0CFC5897B15604440,489,40.750664,1,-74.001768,10 Ave & W 28 St,37,false,In Service,10 Ave & W 28 St,33,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,265
0101000020E6100000EA6548979C7F52C0D873678D32604440,490,40.751551,1,-73.993934,8 Ave & W 33 St,59,false,In Service,8 Ave & W 33 St,57,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,266
0101000020E61000009DC229636B7F52C0F602FA4706604440,492,40.7502,1,-73.990931,W 33 St & 7 Ave,49,false,In Service,W 33 St & 7 Ave,44,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,268
0101000020E6100000EEE7D0AED27F52C01E9130D6A85F4440,494,40.747348,1,-73.997236,W 26 St & 8 Ave,35,false,In Service,W 26 St & 8 Ave,34,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,270
0101000020E61000002926E649837F52C0D3D96E535E5E4440,496,40.737262,1,-73.99239,E 16 St & 5 Ave,47,false,In Service,E 16 St & 5 Ave,25,19,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,272
0101000020E610000058CF1F4C437F52C010D7AF60DF5F4440,505,40.749013,1,-73.988484,6 Ave & W 33 St,36,false,In Service,6 Ave & W 33 St,35,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,281
0101000020E6100000D5D38746208052C00BD84C2F6C5F4440,509,40.745497,1,-74.001971,9 Ave & W 22 St,34,false,In Service,9 Ave & W 22 St,4,29,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,284
0101000020E6100000BD44CCA4E57F52C05655871C02604440,512,40.750073,1,-73.998393,W 29 St & 9 Ave,27,false,In Service,W 29 St & 9 Ave,17,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,287
0101000020E6100000569DA1F3AA7F52C09B0277790E604440,521,40.75045,1,-73.994811,8 Ave & W 31 St,67,false,In Service,8 Ave & W 31 St,65,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Chelsea,Manhattan,296
0101000020E61000006FC2FC92C87D52C07BEDE3E291584440,244,40.69196,1,-73.965369,Willoughby Ave & Hall St,31,false,In Service,Willoughby Ave & Hall St,21,10,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,46
0101000020E610000017E39EB0017E52C0A435C93B3E584440,258,40.689407,1,-73.968855,DeKalb Ave & Vanderbilt Ave,23,false,In Service,DeKalb Ave & Vanderbilt Ave,13,10,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,57
0101000020E6100000E128A2E8CC7D52C01CC69DFBDE574440,275,40.686501,1,-73.965633,Washington Ave & Greene Ave,19,false,In Service,Washington Ave & Greene Ave,9,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,71
0101000020E6100000E16A98AAEB7D52C04B57BE9B19594440,313,40.696102,1,-73.96751,Washington Ave & Park Ave,23,false,In Service,Washington Ave & Park Ave,0,20,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,102
0101000020E610000068C1873E957D52C0291D6BA4C8584440,354,40.693631,1,-73.962236,Emerson Pl & Myrtle Ave,31,false,In Service,Emerson Pl & Myrtle Ave,8,22,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,141
0101000020E6100000BB5E5786747D52C00CECD60631584440,364,40.689004,1,-73.960239,Lafayette Ave & Classon Ave,27,false,In Service,Lafayette Ave & Classon Ave,20,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,151
0101000020E610000097B76282887D52C02A0ABD1853574440,365,40.682232,1,-73.961458,Fulton St & Grand Ave,31,false,In Service,Fulton St & Grand Ave,25,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,152
0101000020E61000005502595E027E52C081408881BC584440,366,40.693261,1,-73.968896,Clinton Ave & Myrtle Ave,33,false,In Service,Clinton Ave & Myrtle Ave,26,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,153
0101000020E610000073041355D27D52C0FBD34D1C72574440,384,40.683178,1,-73.965964,Fulton St & Waverly Ave,31,false,In Service,Fulton St & Waverly Ave,30,0,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,166
0101000020E6100000F00775A6BE7D52C0D4B00E0021584440,399,40.688515,1,-73.964763,Lafayette Ave & St James Pl,27,false,In Service,Lafayette Ave & St James Pl,25,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Clinton Hill,Brooklyn,181
0101000020E6100000E64A02262C7F52C0169FC2F75A584440,218,40.690284,1,-73.987071,Gallatin Pl & Livingston St,38,false,In Service,Gallatin Pl & Livingston St,7,29,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,31
0101000020E6100000D59C86935E7F52C01939917F15594440,232,40.695977,1,-73.990149,Cadman Plaza E & Tillary St,23,false,In Service,Cadman Plaza E & Tillary St,5,18,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,37
0101000020E610000065B23A39567F52C0B4468059A2584440,233,40.692463,1,-73.989639,Joralemon St & Adams St,39,false,In Service,Joralemon St & Adams St,31,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,38
0101000020E6100000B3A0B8AEF37E52C033613042ED584440,261,40.694749,1,-73.983625,Johnson St & Gold St,27,false,In Service,Johnson St & Gold St,22,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,60
0101000020E6100000C8D0175B067F52C062F753D64C594440,278,40.697666,1,-73.984764,Concord St & Bridge St,19,false,In Service,Concord St & Bridge St,18,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,73
0101000020E61000008AC4FB82577F52C0FB4AB7A096594440,321,40.699918,3,-73.989718,Cadman Plaza E & Red Cross Pl,3,false,Not In Service,Cadman Plaza E & Red Cross Pl,3,0,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,110
0101000020E6100000C85039CD1F7F52C0F3B1550A9F584440,323,40.692362,1,-73.986317,Lawrence St & Willoughby St,39,false,In Service,Lawrence St & Willoughby St,32,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,112
0101000020E6100000A478F47DFE7E52C0D53685429A584440,390,40.692216,1,-73.984284,Duffield St & Willoughby St,31,false,In Service,Duffield St & Willoughby St,26,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,172
0101000020E6100000247A73B82D7F52C0245E959EF7584440,392,40.695065,1,-73.987167,Jay St & Tech Pl,32,false,In Service,Jay St & Tech Pl,1,31,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,174
0101000020E61000002726E574E37E52C08149234B25584440,431,40.688646,1,-73.982634,Hanover Pl & Livingston St,24,false,In Service,Hanover Pl & Livingston St,22,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Downtown Brooklyn,Brooklyn,209
0101000020E61000008E5088ECAA8052C0EEDE8215C25A4440,195,40.709056,1,-74.010434,Liberty St & Broadway,45,false,In Service,Liberty St & Broadway,40,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,27
0101000020E61000007DAC647C5A8052C0C21853F8105B4440,224,40.711464,1,-74.005524,Spruce St & Nassau St,31,false,In Service,Spruce St & Nassau St,6,24,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,33
0101000020E6100000295910E2778052C092B72CD2805A4440,264,40.707065,1,-74.007319,Maiden Ln & Pearl St,27,false,In Service,Maiden Ln & Pearl St,17,8,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,63
0101000020E6100000D55661D2568052C072C8B32CA75A4440,306,40.708235,1,-74.005301,Cliff St & Fulton St,37,false,In Service,Cliff St & Fulton St,20,16,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,95
0101000020E6100000F5E645106B8052C06C42EA93D25A4440,316,40.70956,1,-74.006536,Fulton St & William St,42,false,In Service,Fulton St & William St,30,11,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,105
0101000020E6100000AF28515A918052C09CE82F95845A4440,360,40.707179,1,-74.008873,William St & Pine St,39,false,In Service,William St & Pine St,34,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,147
0101000020E61000002189574B768052C078653AD6B35A4440,376,40.708621,1,-74.007222,John St & William St,43,false,In Service,John St & William St,27,16,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,160
0101000020E6100000971DC630CA8052C0E84D3359C1594440,259,40.701221,1,-74.012342,South St & Whitehall St,39,false,In Service,South St & Whitehall St,37,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,58
0101000020E6100000FF20E04EBF8052C011230BFE105A4440,260,40.703652,1,-74.011678,Broad St & Bridge St,35,false,In Service,Broad St & Bridge St,31,3,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,59
0101000020E6100000966E0114DF8052C02D05A127315A4440,304,40.704633,1,-74.013617,Broadway & Battery Pl,36,false,In Service,Broadway & Battery Pl,17,15,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,93
0101000020E6100000ECA648C96D8052C021088AC70D5A4440,315,40.703554,1,-74.006702,South St & Gouverneur Ln,29,false,In Service,South St & Gouverneur Ln,27,0,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,104
0101000020E6100000106C8B62898052C094F75AD2155A4440,337,40.703799,1,-74.008387,Old Slip & Front St,37,false,In Service,Old Slip & Front St,24,11,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Financial District,Manhattan,125
